coupon_uid,household_key,CAMPAIGN,COUPON_UPC,day_issued,day_expired,day_redeemed,duration,event,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC
9347,454,20,51111131075,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9348,454,20,51111131077,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9349,454,20,51111120076,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9350,454,20,51111120078,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9351,454,20,54589399255,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9352,454,20,54589321176,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9353,454,20,54589321177,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9354,454,20,54589353176,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9355,454,20,54589353178,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9356,454,20,54100024032,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9357,454,20,54800110055,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9358,454,20,54589399275,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9359,454,20,54589399277,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9360,454,20,50052110076,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9361,454,20,50052110078,615,685,,70.0,0,Age Group5,Y,Level4,Unknown,Group2,1,None/Unknown
9362,456,4,54420933024,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9363,456,4,10000089061,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9364,456,4,54300026150,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9365,456,4,52277610055,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9366,456,4,55000081033,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9367,456,4,51514111050,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9368,456,4,51111540076,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9369,456,4,53450050033,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9370,456,4,54759930033,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9371,456,4,52800051060,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9372,456,4,55272918040,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9373,456,4,10000085371,372,404,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9374,456,7,57482000035,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9375,456,7,57050100076,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9376,456,7,53320051055,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9377,456,7,58087858576,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9378,456,7,53700060051,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9379,456,7,53700048051,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9380,456,7,51111121078,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9381,456,7,10000085373,398,432,,34.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9382,456,25,52840000033,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9383,456,25,54900050082,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9384,456,25,52700012033,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9385,456,25,54116500036,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9386,456,25,58768484040,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9387,456,25,51200000009,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9388,456,25,57756765034,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9389,456,25,57797520075,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9390,456,25,52100000076,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9391,456,25,52900020076,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9392,456,25,51090044076,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9393,456,25,53400022076,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9394,456,25,54132220050,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9395,456,25,54460080082,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9396,456,25,52100023030,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9397,456,25,10000085498,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9398,456,25,57192110076,659,691,,32.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9399,456,14,54589320576,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9400,456,14,54589314177,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9401,456,14,54589320578,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9402,456,14,54589371155,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9403,456,14,54100027032,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9404,456,14,54800140060,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9405,456,14,54589371175,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9406,456,14,53620010028,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9407,456,14,54100010032,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9408,456,14,52150000050,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9409,456,14,10000085433,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9410,456,14,51111131075,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9411,456,14,51111131077,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9412,456,14,51111120076,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9413,456,14,54589399250,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9414,456,14,54589353176,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9415,456,14,54589353178,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9416,456,14,54100024032,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9417,456,14,54800110055,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9418,456,14,54589399275,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9419,456,14,54589399276,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9420,456,14,51111124076,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9421,456,14,54589399278,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9422,456,14,51111124078,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9423,456,14,50052110076,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9424,456,14,54589314175,531,596,,65.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9425,456,20,54100014076,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9426,456,20,50834600078,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9427,456,20,54589371155,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9428,456,20,54100027032,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9429,456,20,51111122076,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9430,456,20,51111122077,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9431,456,20,57940033055,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9432,456,20,54589371176,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9433,456,20,53620010028,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9434,456,20,51111131075,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9435,456,20,51111131077,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9436,456,20,51111120076,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9437,456,20,51111120078,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9438,456,20,54589399255,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9439,456,20,54589321176,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9440,456,20,54589321177,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9441,456,20,54589353176,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9442,456,20,54589353178,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9443,456,20,54100024032,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9444,456,20,54800110055,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9445,456,20,54589399275,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9446,456,20,54589399277,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9447,456,20,50052110076,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9448,456,20,50052110078,615,685,,70.0,0,Age Group1,Z,Level5,Homeowner,Group5,2,None/Unknown
9449,458,9,52100000033,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9450,458,9,10000085378,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9451,458,9,10000085380,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9452,458,9,52840042077,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9453,458,9,53160410087,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9454,458,9,10000089064,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9455,458,9,55004910025,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9456,458,9,52550075176,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9457,458,9,50834620078,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9458,458,9,51600070033,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9459,458,9,54300026033,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9460,458,9,53700060051,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9461,458,9,53800050033,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9462,458,9,57064021233,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9463,458,9,52100061076,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9464,458,9,54850011033,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9465,458,9,52580010042,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9466,458,9,51380041309,435,467,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9467,458,12,57790000032,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9468,458,12,51800015033,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9469,458,12,54470031076,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9470,458,12,51630015176,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9471,458,12,51600045033,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9472,458,12,54240020076,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9473,458,12,52100023024,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9474,458,12,10000089073,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9475,458,12,51800000050,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9476,458,12,53800050033,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9477,458,12,54300010033,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9478,458,12,52529311476,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9479,458,12,10000089075,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9480,458,12,10000089074,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9481,458,12,57680000025,477,509,,32.0,0,Age Group5,X,Level4,Homeowner,Group3,2,None/Unknown
9482,460,4,54420933024,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9483,460,4,10000089061,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9484,460,4,54300026150,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9485,460,4,52277610055,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9486,460,4,55000081033,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9487,460,4,51514111050,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9488,460,4,51111540076,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9489,460,4,53450050033,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9490,460,4,54759930033,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9491,460,4,52800051060,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9492,460,4,55272918040,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9493,460,4,10000085371,372,404,,32.0,0,Age Group6,Z,Level3,Homeowner,Group3,1,None/Unknown
9494,463,7,57482000035,398,432,,34.0,0,,,,,,,
9495,463,7,57050100076,398,432,,34.0,0,,,,,,,
9496,463,7,53320051055,398,432,,34.0,0,,,,,,,
9497,463,7,58087858576,398,432,,34.0,0,,,,,,,
9498,463,7,53700060051,398,432,,34.0,0,,,,,,,
9499,463,7,53700048051,398,432,,34.0,0,,,,,,,
9500,463,7,51111121078,398,432,,34.0,0,,,,,,,
9501,463,7,10000085373,398,432,,34.0,0,,,,,,,
9502,463,10,54589314178,463,495,,32.0,0,,,,,,,
9503,463,10,57109130055,463,495,,32.0,0,,,,,,,
9504,463,10,50813700076,463,495,,32.0,0,,,,,,,
9505,463,10,10000085370,463,495,,32.0,0,,,,,,,
9506,463,10,10000089072,463,495,,32.0,0,,,,,,,
9507,463,10,53600000082,463,495,,32.0,0,,,,,,,
9508,463,10,51300010013,463,495,,32.0,0,,,,,,,
9509,463,10,55220010013,463,495,,32.0,0,,,,,,,
9510,463,10,53700048182,463,495,,32.0,0,,,,,,,
9511,463,10,57007444182,463,495,,32.0,0,,,,,,,
9512,463,10,51500059033,463,495,,32.0,0,,,,,,,
9513,463,10,54110030074,463,495,,32.0,0,,,,,,,
9514,463,10,50813713084,463,495,,32.0,0,,,,,,,
9515,463,10,57410101082,463,495,,32.0,0,,,,,,,
9516,464,4,54420933024,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9517,464,4,10000089061,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9518,464,4,54300026150,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9519,464,4,52277610055,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9520,464,4,55000081033,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9521,464,4,51514111050,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9522,464,4,51111540076,372,404,377.0,5.0,1,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9523,464,4,53450050033,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9524,464,4,54759930033,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9525,464,4,52800051060,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9526,464,4,55272918040,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9527,464,4,10000085371,372,404,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9528,464,16,51254600033,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9529,464,16,53600030082,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9530,464,16,52270011076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9531,464,16,56382410076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9532,464,16,10000085482,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9533,464,16,55310000076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9534,464,16,53500000076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9535,464,16,53700048076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9536,464,16,50099700082,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9537,464,16,50076613076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9538,464,16,57124921076,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9539,464,16,57418211676,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9540,464,16,10000085436,561,593,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9541,464,22,51450050050,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9542,464,22,55150081028,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9543,464,22,54132220050,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9544,464,22,57045970076,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9545,464,22,52100000031,624,656,634.0,10.0,1,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9546,464,22,55150081060,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9547,464,22,54400021032,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9548,464,22,52113100077,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9549,464,22,55100090033,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9550,464,22,54850010033,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9551,464,22,51800000050,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9552,464,22,51312010033,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9553,464,22,52800031032,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9554,464,22,56233833793,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9555,464,22,57797520075,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9556,464,22,54450000076,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9557,464,22,57100771033,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9558,464,22,10000089316,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9559,464,22,10000085486,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9560,464,22,10000085487,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9561,464,22,52732670076,624,656,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9562,464,25,52840000033,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9563,464,25,54900050082,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9564,464,25,52700012033,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9565,464,25,54116500036,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9566,464,25,58768484040,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9567,464,25,51200000009,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9568,464,25,57756765034,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9569,464,25,57797520075,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9570,464,25,52100000076,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9571,464,25,52900020076,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9572,464,25,51090044076,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9573,464,25,53400022076,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9574,464,25,54132220050,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9575,464,25,54460080082,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9576,464,25,52100023030,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9577,464,25,10000085498,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9578,464,25,57192110076,659,691,,32.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9579,464,14,54589320576,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9580,464,14,54589314177,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9581,464,14,54589320578,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9582,464,14,54589371155,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9583,464,14,54100027032,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9584,464,14,54800140060,531,596,589.0,58.0,1,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9585,464,14,54589371175,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9586,464,14,53620010028,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9587,464,14,54100010032,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9588,464,14,52150000050,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9589,464,14,10000085433,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9590,464,14,51111131075,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9591,464,14,51111131077,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9592,464,14,51111120076,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9593,464,14,54589399250,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9594,464,14,54589353176,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9595,464,14,54589353178,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9596,464,14,54100024032,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9597,464,14,54800110055,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9598,464,14,54589399275,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9599,464,14,54589399276,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9600,464,14,51111124076,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9601,464,14,54589399278,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9602,464,14,51111124078,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9603,464,14,50052110076,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9604,464,14,54589314175,531,596,,65.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9605,464,20,54100014076,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9606,464,20,50834600078,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9607,464,20,54589371155,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9608,464,20,54100027032,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9609,464,20,51111122076,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9610,464,20,51111122077,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
9611,464,20,57940033055,615,685,,70.0,0,Age Group6,X,Level5,Homeowner,Group5,2,None/Unknown
